userName,score,at,content
Pengguna Google,5,2026-05-30 14:03:40,sangat baik dan membantu
Pengguna Google,5,2026-05-30 14:03:11,mantap
Pengguna Google,1,2026-05-30 14:02:42,"saya kasih bintang satu karena tadi setelah di-update entah karena apa tiba-tiba akun keluar. moga aja hanya bug, karena itu akun penting. tapi bugnya jangan lama-lama dan sekiranya akun pengguna tetap aman"
Pengguna Google,5,2026-05-30 14:02:41,simple aja
Pengguna Google,5,2026-05-30 14:02:22,Yaman seru menyenangkan dan lain nya
Pengguna Google,3,2026-05-30 14:01:24,anjirrr nge bug muluuuuuu
Pengguna Google,5,2026-05-30 14:01:11,goood
Pengguna Google,5,2026-05-30 14:00:17,kren
Pengguna Google,1,2026-05-30 14:00:04,jelek
Pengguna Google,5,2026-05-30 13:59:33,sangat bagus
Pengguna Google,5,2026-05-30 13:59:21,sangat seru
Pengguna Google,5,2026-05-30 13:58:25,bagus
Pengguna Google,4,2026-05-30 13:57:25,bagus
Pengguna Google,1,2026-05-30 13:55:25,wa saya tidak bisa digunakan
Pengguna Google,5,2026-05-30 13:55:05,mantapz seklai
Pengguna Google,5,2026-05-30 13:55:00,mantap
Pengguna Google,5,2026-05-30 13:54:51,Ketuk pada klip untuk menempelnya pada kotak teks.
Pengguna Google,5,2026-05-30 13:53:17,bagus puaas
Pengguna Google,4,2026-05-30 13:52:46,manttttttttttttapppp pokokkkkkkxxx
Pengguna Google,1,2026-05-30 13:51:43,"sw blurr anjr benerin cok, gua cape cape nge hdin pas masuk sw langsung pecah anj perbaikin lah muak gua"
Pengguna Google,4,2026-05-30 13:51:34,bagusss
Pengguna Google,3,2026-05-30 13:50:59,"stuck di logo Whatsapp tidak bisa masuk padahal sudah diupdate nunggu lama tiba2 keluar sendiri, tolong dong segera diperbaiki, sangat mengganggu kenyamanan saat sedang membutuhkan seperti ini."
Pengguna Google,5,2026-05-30 13:50:13,sangat baik
Pengguna Google,1,2026-05-30 13:49:09,kalo vc sering eror tolong diperbaiki
Pengguna Google,5,2026-05-30 13:48:50,say yess
Pengguna Google,1,2026-05-30 13:48:28,hama gampang ke band baperan masa baru 3 chat doang ke band
Pengguna Google,5,2026-05-30 13:48:04,baik
Pengguna Google,5,2026-05-30 13:47:44,wa saya tidak bisa dibuka karna muncul notifikasi info aplikasi dan tutup aplikasi tolong dihilangkan
Pengguna Google,5,2026-05-30 13:47:44,sangat bagus
Pengguna Google,5,2026-05-30 13:47:39,nasrulloh
Pengguna Google,5,2026-05-30 13:47:19,"Mengapa di hp Oppo A3S saya, sering peninjauan akun. Tolong bantuannya"
Pengguna Google,1,2026-05-30 13:47:14,"mesti keri update, ga suka"
Pengguna Google,4,2026-05-30 13:44:04,cepet bgt update baru saja minggu kemarin tapi tidak apa-apa yg penting lancar
Pengguna Google,5,2026-05-30 13:43:38,Ok
Pengguna Google,5,2026-05-30 13:43:35,app ini sangat membantu dan mudah di gunakan terimakasih
Pengguna Google,5,2026-05-30 13:42:35,belum di coba
Pengguna Google,5,2026-05-30 13:39:54,whatsApp Messenger sangat di butuhkan karena sangat mudah untuk berkomunikasi.
Pengguna Google,1,2026-05-30 13:37:51,"saya kecewaa bgtt sama aplikasi wa sekarang susahh bangett anjirrr bikin emosi, masa kode verifikasi nya ga nyampe2 ke SMS saya trus di suruh nunggu sampe 24jam ga mikir bangtt, tolongg ubah lagiiii ga ush nunggu sampe 24jam org yang mau berkomunikasi susah, jawabb gaa kalo ngga awas aja saya udah nangiss berkali kali gara2 WhatsApp ini bikin pusingg tolong kalo masukan kode ke SMS saya dengan mudah"
Pengguna Google,5,2026-05-30 13:37:37,asik
Pengguna Google,5,2026-05-30 13:35:38,WhatsApp nya bagus bisa buat chatan bagus sekali tapi tolong dong kode nya itu gak bisa muncul² gimana nyak
Pengguna Google,5,2026-05-30 13:35:34,bagus sekali
Pengguna Google,3,2026-05-30 13:34:12,"josjos,ak mls ngsi 5 bntng ak pelit"
Pengguna Google,5,2026-05-30 13:34:04,Sangat puas
Pengguna Google,5,2026-05-30 13:33:16,bagus
Pengguna Google,5,2026-05-30 13:33:13,sangat cocok untuk di gunakan
Pengguna Google,5,2026-05-30 13:33:03,sya senang dengan adanya aplikasi ini
Pengguna Google,5,2026-05-30 13:32:04,Sering ngebug wa nih
Pengguna Google,5,2026-05-30 13:31:41,keren
Pengguna Google,1,2026-05-30 13:31:21,"rusak,tiba tiba tidak bisa mengirim foto dan melihat foto yang dikirim, eror penyimpanan tp tidak ada solusi"
Pengguna Google,5,2026-05-30 13:29:53,knph inih sangat lama respon nya
Pengguna Google,5,2026-05-30 13:29:40,Ok
Pengguna Google,5,2026-05-30 13:28:38,tida dapat di update
Pengguna Google,1,2026-05-30 13:28:19,kenapa nomor dari kontak sudah di hapus tapi di aplikasi masih ada? menggangu!!
Pengguna Google,5,2026-05-30 13:28:08,"ayo donk whatsapp di perbaharuinya kyk pesan yang terhapus tidak bisa terhapus di penerima pesan terus lihat status orang lain tanpa di tahu yang buat status,perbanyak lagi gambar2nya,kalau bisa di ubah kayak aplikasi yang ilegal itu sana biar makin enk orng pki whatsapp nya donk masa mau di kalah sm yg di sebelah itu sana"
Pengguna Google,2,2026-05-30 13:27:50,kalo vc kenapa suka ngelag gitu jir
Pengguna Google,3,2026-05-30 13:26:07,perbaiki lagi lah. masak sering error. dan storry kualitas burik. video storry gak HD.
Pengguna Google,5,2026-05-30 13:26:02,mantap nihan niku je wa
Pengguna Google,5,2026-05-30 13:25:15,"Halo whatsapp,dengan aplikasi ini saya bisa berkomunikasi dengan orang banyak.tapi sayang whatsappku sering kena spam padahal aku gak pernah menyalah gunakannnya."
Pengguna Google,5,2026-05-30 13:23:55,sangat puass
Pengguna Google,5,2026-05-30 13:23:03,ok
Pengguna Google,5,2026-05-30 13:23:01,sangat bagus untuk menyampaikan pesan tapi karena pake data jadinya cuman bengong deh
Pengguna Google,5,2026-05-30 13:20:14,luar biasa aku sangat terbantu
Pengguna Google,1,2026-05-30 13:19:07,whatsapp semakin eror mudah kena spam gak jelas bug terus gak tolong diperbaiki
Pengguna Google,5,2026-05-30 13:17:49,bagus cepat terpercaya
Pengguna Google,5,2026-05-30 13:17:04,Wa
Pengguna Google,2,2026-05-30 13:16:43,sw nya jd blur
Pengguna Google,4,2026-05-30 13:16:31,Saran ada fitur notifikasi saat di blokir
Pengguna Google,5,2026-05-30 13:16:15,"Maaf,dulu aku usaha pembelian hasil bumi,kopi jagung gaplek utk produksi di gudang pengusaha"" besar.aku failit,tinggal ngolah lahan sendiri modal tenaga."
Pengguna Google,5,2026-05-30 13:15:59,apik
Pengguna Google,5,2026-05-30 13:15:58,aplikasi whatsap sangat baik
Pengguna Google,1,2026-05-30 13:15:40,"kadang suka tiba-tiba log out, chat wa kereset sndiri, bad bgt wa sekarang"
Pengguna Google,3,2026-05-30 13:14:33,"pada update an terbaru, ada update 'tentang' yang berbatas waktu, saya tidak suka dengan hal ini, karena merepotkan. Jika bisa, info 'tentang' itu durasinya bisa lebih lama, dikarenakan waktu paling lama hanya pada kurun waktu 1 bulan, saya tidak suka harus mengisi nya berulang kali."
Pengguna Google,5,2026-05-30 13:14:17,bagus
Pengguna Google,3,2026-05-30 13:13:32,kanapa WhatsApp saya jika di perkecil video nya macet
Pengguna Google,5,2026-05-30 13:13:22,Bagus banget bgus
Pengguna Google,1,2026-05-30 13:11:23,versi tidak resmi???????
Pengguna Google,1,2026-05-30 13:10:36,whatsap banyak eror nya mulai dari video call atau dan lain lainya.
Pengguna Google,3,2026-05-30 13:09:54,ga bisa pakai akun ny di spam trs
Pengguna Google,5,2026-05-30 13:09:43,karna tnpa ada wa hp tuh kya kurng top gitu
Pengguna Google,5,2026-05-30 13:09:01,ok
Pengguna Google,5,2026-05-30 13:08:33,bagus
Pengguna Google,1,2026-05-30 13:08:01,"hasil video di buat posting WhatsApp jelek pecah-pecah , tolong kepada developer di perbaiki lagi fitur agar status video di WhatsApp lebih jernih lagi..."
Pengguna Google,4,2026-05-30 13:07:39,bagus banget aplikasi ini :3
Pengguna Google,5,2026-05-30 13:07:04,bermanfaatnya
Pengguna Google,1,2026-05-30 13:06:04,"kenapa saat vc Gambarnya kadang Hitam-Putih? perbaikilah,gak nyaman banget"
Pengguna Google,5,2026-05-30 13:05:53,harus ada arsip lagi sih
Pengguna Google,5,2026-05-30 13:05:47,ai nya bagus
Pengguna Google,5,2026-05-30 13:05:00,sangat bagus
Pengguna Google,3,2026-05-30 13:04:58,can you stop doing update like everyday with miniscule of improvement. Listen to your user.
Pengguna Google,5,2026-05-30 13:04:08,sangat bagus untuk di gunakan
Pengguna Google,5,2026-05-30 13:03:10,goodt
Pengguna Google,1,2026-05-30 13:02:43,"apa gunanya tautkan email ,jika tidak bisa login pakai email .mau login pakai email tidak ada verifikasi email ,karna nomor lama udah hangus ,jadi tidak bisa pakai WhatsApp,payah ko"
Pengguna Google,1,2026-05-30 13:01:12,terlalu sulit login nomor kita
Pengguna Google,5,2026-05-30 13:00:53,bagusssss
Pengguna Google,3,2026-05-30 12:59:33,knp sekarang banyak bug
Pengguna Google,5,2026-05-30 12:57:32,Wa tempatku kok belum ada musiknya
Pengguna Google,5,2026-05-30 12:56:45,Ok
Pengguna Google,1,2026-05-30 12:56:29,bagus sekali
Pengguna Google,5,2026-05-30 12:55:42,aku sangat puas dengan aplikasi ini
Pengguna Google,5,2026-05-30 12:52:59,bagussss sekali
Pengguna Google,5,2026-05-30 12:52:50,kenapa si wa bisa kebelokir sendiri
Pengguna Google,5,2026-05-30 12:51:59,bagus
Pengguna Google,1,2026-05-30 12:50:47,WA TOLONG BACA EMAIL SAYA. TIBA TIBA WA SAYA KELUAR SENDIRI DAN POSISI NOMOR TERSEBUT HANGUS. JADI SAYA TIDAK BISA LOGIN KEMBALI.
Pengguna Google,3,2026-05-30 12:50:27,pihak WhatsApp yg terhormat saya mohon WhatsApp saya tolong di tinjau ulang kembali karena selalu di spam
Pengguna Google,3,2026-05-30 12:50:02,"Kenapa status nyecrol2 sendiri heiii..kan liat status temen mau entar2an aja,bukan semenit lsg kita liatt,nyecrol sendiri 🙄 tlg balikin semula donk sapwasap 😏"
Pengguna Google,5,2026-05-30 12:49:46,Terbaik
Pengguna Google,5,2026-05-30 12:48:34,baik
Pengguna Google,1,2026-05-30 12:47:22,mobil
Pengguna Google,4,2026-05-30 12:47:15,"saya akan mengubah ratting ini ke 5 lagi kalau keluhan saya di tanggapi, kenapa akhir akhir ini whatsapp sering delay saat mengirim chet, beberapa orang kadang delay termasuk saya, dan juga akhir akhir ini saat sedang voice di grup, sering kepental sendiri, seeprti tiba tiba kaluar dari voice tanpa adanya pemberitahuan, apakah server lagi ada problem?"
Pengguna Google,1,2026-05-30 12:45:54,kenapa saya kena tinjauan terus sih...ini mulai mengganggu kegiatan saya sehari2..
Pengguna Google,1,2026-05-30 12:45:33,"makin sini makin gajelas,banyak bug"
Pengguna Google,5,2026-05-30 12:44:48,trimakasih whatsAPP telah membantu saya untk bisa TLP atw pideo kol keluarga atw tmen2.👍👍
Pengguna Google,1,2026-05-30 12:44:04,tolong dong knpa kalo bikin status vidio jadi gak hd malah jadi burik pdhal vidionya udah hd kecewa
Pengguna Google,1,2026-05-30 12:43:43,ikut projek di luar kota dan lain nya
Pengguna Google,5,2026-05-30 12:42:43,membantu komunikasi saya
Pengguna Google,3,2026-05-30 12:42:24,reasonable
Pengguna Google,2,2026-05-30 12:41:11,"kenapa whatsapp sekarang sering meninjau akun yang ga ngapa napain tolong di perbaiki,akun saya sudah 3x berturut turut kena blokir sementara"
Pengguna Google,5,2026-05-30 12:41:00,aplikasi ini tidak ada iklan dan saya bisa mengechat teman saya yang sangat jauh
Pengguna Google,1,2026-05-30 12:40:56,story burik
Pengguna Google,4,2026-05-30 12:40:36,tolong bug di hilang kan saat vidio call saat pergantain tatap muka
Pengguna Google,4,2026-05-30 12:40:23,sangat oke bagus banget
Pengguna Google,5,2026-05-30 12:39:05,mantap
Pengguna Google,1,2026-05-30 12:38:59,"MAKIN UPDATE MAKIN JELEK ANJ, TIAP VC HARUS DIMATIIN BERKALI-KALI DULU"
Pengguna Google,5,2026-05-30 12:38:54,mantapp
Pengguna Google,5,2026-05-30 12:37:46,oke
Pengguna Google,1,2026-05-30 12:37:28,"jika penyimpanan penuh, wa tidak bisa di buka, saya jadi tidak bisa chatting dengan teman atau keluarga. dan jika ada spam nomor wa langsung terblokir👎🏿"
Pengguna Google,5,2026-05-30 12:37:12,sangat bagus
Pengguna Google,1,2026-05-30 12:36:58,mhon dbntu ya knpa wa sya ngga bisa selalu dkripsi
Pengguna Google,5,2026-05-30 12:35:40,update agar ada efek
Pengguna Google,2,2026-05-30 12:34:57,halow watshap kenapa sekarang agak lambat
Pengguna Google,3,2026-05-30 12:34:48,"buat resolusi kualitas Upload di bikin hd ,di vidio bagus sama bikin setatus Wa pecah gambarnya"
Pengguna Google,5,2026-05-30 12:34:42,tidak ada ganguan dan tidak ada panggilan yang tidak di kenal
Pengguna Google,5,2026-05-30 12:33:36,mantap
Pengguna Google,5,2026-05-30 12:33:35,Wa saya tidak bisa di gunakan karna kena bug mohon tolong wa saya aktip kan karna saya Ada keperluan penting tib tiba wa saya Kenon and Kena bug mohon aplikasi bug Nyah mohon di Apus karna mengangu Orang lain
Pengguna Google,1,2026-05-30 12:32:36,kehapus tidak bisa kembali lagi datanya
Pengguna Google,5,2026-05-30 12:32:25,bagus baik
Pengguna Google,5,2026-05-30 12:31:14,"mantab,0k"
Pengguna Google,5,2026-05-30 12:30:54,bagus
Pengguna Google,5,2026-05-30 12:30:17,gatau
Pengguna Google,5,2026-05-30 12:27:57,Sangat membantu
Pengguna Google,3,2026-05-30 12:26:40,akun gw kena tinjau mulu min susah cok kalo mau ngechat sama keluarga aj susah sama temen juga
Pengguna Google,5,2026-05-30 12:26:37,saya suka dengan meta ai nya tapi kumohon bisa kirim gif ke meta supaya seruh dan meta nya juga ngebales juga bisa make gif kalau dia mau
Pengguna Google,5,2026-05-30 12:24:05,Nggak bisa masuj
Pengguna Google,5,2026-05-30 12:23:39,manyooos
Pengguna Google,3,2026-05-30 12:22:35,ai nya ngawur
Pengguna Google,1,2026-05-30 12:22:24,"Setiap kali saya membuka WhatsApp dibagian chat selalu muncul ""Mulai mengobrol"" dan banyak kontak yang muncul walaupun sudah saya tap x untuk menghilangkannya hanya berhasil sebentar ketika saya menutup WhatsApp dan membukanya lagi fitur ""Mulai mengobrol"" itu muncul lagi sungguh bagi saya ini mengganggu. Jadi tolong hapus saja fitur itu atau tambahkan opsi untuk menonaktifkannya karna fitur itu mengganggu dan tidak semua pengguna butuh. Terimakasih"
Pengguna Google,5,2026-05-30 12:21:31,seru banget bisa ber aktivitas
Pengguna Google,3,2026-05-30 12:20:56,selamat datang kembali untukmu semoga bermanfaat buat kita semua nya semoga sukses selalu untuk selamanya yg sama sukses
Pengguna Google,2,2026-05-30 12:20:49,video call makin gk jelas muka ke stop
Pengguna Google,1,2026-05-30 12:20:45,hubungi cs kaya ngehubungin presiden. bot ga guna di pake
Pengguna Google,5,2026-05-30 12:20:37,"makin lama makin gajelas, mau Tautkan akun gak bisa Mulu"
Pengguna Google,1,2026-05-30 12:20:01,ga pernah di chat sama cewek🗿
Pengguna Google,5,2026-05-30 12:19:53,sangat bagus membantu
Pengguna Google,5,2026-05-30 12:18:21,Knapa apk wa saya kadaluarsa
Pengguna Google,5,2026-05-30 12:18:14,sawit
Pengguna Google,1,2026-05-30 12:18:03,"Semenjak ada fitur premium dan iklan, WhatsApp jadi terasa makin bising dan kehilangan esensi utamanya sebagai aplikasi chat yang privat, bersih, dan aman. Kami butuh kenyamanan dan privasi saat mengobrol, bukan fitur seperti itu. Tolong kembalikan WhatsApp yang simpel dan fokus pada keamanan pengguna!"
Pengguna Google,5,2026-05-30 12:18:00,knp saya tidak bisa memasukan nomor telepon saya ke aplikasi whatsapp
Pengguna Google,5,2026-05-30 12:16:47,"min, tolong padahal gak pernah ada spam dalam pesan. masih saja kena tinjauan"
Pengguna Google,3,2026-05-30 12:16:16,bgus
Pengguna Google,1,2026-05-30 12:15:42,Download Dari playstore muncul risk terdeteksi
Pengguna Google,1,2026-05-30 12:15:40,ngebug
Pengguna Google,3,2026-05-30 12:14:51,Baik
Pengguna Google,5,2026-05-30 12:14:44,butut
Pengguna Google,1,2026-05-30 12:13:49,"apaansi,dikit' kena tinjau terus malesin apk gajelas"
Pengguna Google,5,2026-05-30 12:13:24,makasih wasaww
Pengguna Google,5,2026-05-30 12:12:41,mksih Whatsapp
Pengguna Google,5,2026-05-30 12:12:29,weding
Pengguna Google,4,2026-05-30 12:12:24,good
Pengguna Google,5,2026-05-30 12:11:37,yudifebriawn
Pengguna Google,1,2026-05-30 12:10:58,"akun baru bikin udah dihitung spam, lama"" aneh nih whatsapp"
Pengguna Google,1,2026-05-30 12:10:47,masa ai nya bodoh sieh udh capek capek buat teks panjang lebar ngabisin kuota gak tau nya teks novel gue jadi hancur berantakan udh lah gue dimarahin enak gak jadi terbit lah novel gue ini
Pengguna Google,2,2026-05-30 12:10:05,jelleki nd bisa vc bobo
Pengguna Google,5,2026-05-30 12:09:21,jos
Pengguna Google,5,2026-05-30 12:08:18,"awalnya saya merasa tidak nyaman karena chat pribadi saya tapi semenjak ada aplikasi ini saya menjadi lebih percaya,👍🏻"
Pengguna Google,2,2026-05-30 12:06:45,"MAU EDIT, SKRG WHATSAPP APA APAAN BANGET SEMENJAK UPDATE"
Pengguna Google,5,2026-05-30 12:05:28,tolong tambahkan fitur efek pada saat video call
Pengguna Google,1,2026-05-30 12:05:21,"tolong bugnya di benerin, tadi gw ngirim pesan dan udh gw pencet kirim malah engga ada teks yg gw kirim"
Pengguna Google,5,2026-05-30 12:05:11,apk yg bagus
Pengguna Google,2,2026-05-30 12:05:00,"kata gue kalo update yg berguna, bikin sw video dari sananya udah HD banget giliran di sw in malah bureng,burik, malah jadi gak HD, bikin fitur buar video jadi HD napa"
Pengguna Google,5,2026-05-30 12:04:45,feri mhrizki arsl
Pengguna Google,3,2026-05-30 12:03:28,saat vidio coll sukoa eror gag jelas
Pengguna Google,1,2026-05-30 12:03:15,tidak bisa mendapat whatshapp bangke
Pengguna Google,5,2026-05-30 12:02:59,yaa
Pengguna Google,2,2026-05-30 12:02:53,ini gua of tapi kenapa masih on bg?
Pengguna Google,2,2026-05-30 12:01:47,etmin gw knp gk bisa log in ha
Pengguna Google,2,2026-05-30 12:00:31,story dihapus tp masih muncul ae aneh makin lama
Pengguna Google,5,2026-05-30 12:00:05,Tidak bisa ferifikasi watsap
Pengguna Google,1,2026-05-30 11:58:45,FITUR TERJEMAHKAN KAU NGANGGU KALI NGENTODDDD YATIM
Pengguna Google,1,2026-05-30 11:58:31,"what saya dari tadi keluar terus nga bisa masuk,masuk 3 detik keluar sendiri,anehh,dan pdhl semua nya sdh saya up"
Pengguna Google,5,2026-05-30 11:58:30,baik
Pengguna Google,5,2026-05-30 11:57:15,tidak bisa masuk Wasthup
Pengguna Google,4,2026-05-30 11:56:13,"What app kenapa sih, kalo lagi vc layar nya tuh tiba2 merah kuning cerah lagi gitu aja terus klo wajah nya gerlalu cerah.. Lagian efek buat apa gx ke pake juga, vc ya vc aja, butuhnya glowing dan cahaya, udah cukup itu juga.."
Pengguna Google,5,2026-05-30 11:55:48,sangat membantu sekali
Pengguna Google,2,2026-05-30 11:55:45,"makin apdet makin jelek woikk,,masa guha gabisa cetan 24 jam gila"
Pengguna Google,3,2026-05-30 11:54:35,"tolong kepada pihak whatsapp bantu saya kenapa whatsapp saya suka mental keluar sendiri , tolong bantu jawab🙏"
Pengguna Google,5,2026-05-30 11:54:28,Sangat bagus
Pengguna Google,5,2026-05-30 11:53:41,emoji nya ga kaya iPhone
Pengguna Google,5,2026-05-30 11:53:26,ok
Pengguna Google,5,2026-05-30 11:53:15,penk
Pengguna Google,4,2026-05-30 11:53:04,"next time kasih mode HD di sw,jngn cuma di chat aj!"
Pengguna Google,1,2026-05-30 11:52:48,suka ke log out sndiri aneh apk jelek
Pengguna Google,5,2026-05-30 11:52:46,sangat baik
Pengguna Google,5,2026-05-30 11:52:19,mantap
Pengguna Google,5,2026-05-30 11:51:45,bagus aplikasinya tpi harus pakai avatar
Pengguna Google,5,2026-05-30 11:51:00,iya oke siap di aktif kan dan di hidup kan selamah-lamahnya ini.......
Pengguna Google,5,2026-05-30 11:50:22,bgus
Pengguna Google,5,2026-05-30 11:50:15,sulit untuk mengirim foto dan video
Pengguna Google,1,2026-05-30 11:49:31,"aneh wa sekarang dikit"" ban dikit"" limit jadi susah orang berbisnis"
Pengguna Google,4,2026-05-30 11:49:27,next time grafik buat story nya di hd in yah min
Pengguna Google,5,2026-05-30 11:49:20,sangat membantu
Pengguna Google,5,2026-05-30 11:48:53,mkasiiii sudah membantuuuuu menjadiiii lebih mudah
Pengguna Google,1,2026-05-30 11:47:52,oke
Pengguna Google,1,2026-05-30 11:45:30,heemm di sini kita bisa di buat berharap dengan yang tidak pasti 🥲
Pengguna Google,5,2026-05-30 11:44:54,👍
Pengguna Google,5,2026-05-30 11:44:24,berkualitas
Pengguna Google,5,2026-05-30 11:43:43,keren
Pengguna Google,5,2026-05-30 11:43:03,mantap
Pengguna Google,4,2026-05-30 11:42:04,Bagus
Pengguna Google,5,2026-05-30 11:40:39,saya kasih bitang lima boar memperbarui watsap biar bagus dan cepat merepon kalo ada gendala
Pengguna Google,5,2026-05-30 11:40:28,aplikasinya sangat bagus dan butuh sekali untuk bisa berkomuniikasi
Pengguna Google,4,2026-05-30 11:40:04,good job
Pengguna Google,5,2026-05-30 11:38:54,bgus
Pengguna Google,5,2026-05-30 11:38:12,Ok
Pengguna Google,5,2026-05-30 11:36:58,good
Pengguna Google,5,2026-05-30 11:36:28,tapi gimna yh cara nya ngapain fitur efek wa
Pengguna Google,1,2026-05-30 11:36:27,😒😒 story video atau foto saja dikompres mulu..
Pengguna Google,4,2026-05-30 11:34:52,aplikasi ini sangat bagus untuk chatan
Pengguna Google,4,2026-05-30 11:34:05,"tolong lah benerin dulu fitur vc nya ini, masa gabisa besarin layar muka sendiri. ini bukan marah ya sayang😙"
Pengguna Google,5,2026-05-30 11:33:17,"tolong hapus fitur sekali lihat, plisss"
Pengguna Google,4,2026-05-30 11:33:17,Sangat baik sekali
Pengguna Google,5,2026-05-30 11:31:34,tambahkan fitur yang bagus👏
Pengguna Google,1,2026-05-30 11:30:29,disangka pakai WhatsApp tidak resmi padahal saya dari dulu memakai WhatsApp resmi
Pengguna Google,5,2026-05-30 11:28:56,ingin cari pembeli coin no
Pengguna Google,5,2026-05-30 11:28:12,Sangat ber harga dari hidup ku
Pengguna Google,1,2026-05-30 11:27:08,tidak bisa di bukak
Pengguna Google,5,2026-05-30 11:26:43,bagus bisa telpon keluarga yang jauh
Pengguna Google,5,2026-05-30 11:24:18,keren danbkeren
Pengguna Google,5,2026-05-30 11:23:28,cukup baik
Pengguna Google,5,2026-05-30 11:22:58,perfect
Pengguna Google,1,2026-05-30 11:22:03,aplikasi ruksak
Pengguna Google,5,2026-05-30 11:21:19,aman dan baik
Pengguna Google,1,2026-05-30 11:20:19,MALAS AH GA HD JR KALAU BUAT STATUS
Pengguna Google,5,2026-05-30 11:19:29,puas
Pengguna Google,5,2026-05-30 11:18:25,mantap
Pengguna Google,2,2026-05-30 11:18:16,ada masalah saat membalik kamera depan ke kamera belakang di video call.
Pengguna Google,5,2026-05-30 11:18:13,"saya sangat kecewa dengan whatsapp,karna nomor saya di banned permanen padahal tidak melakukan spam/apapun itu,ini saya kasih bintang 5 agar komentar saya muncul paling atas,mohon sistem nya di perbaiki se ketat mungkin"
Pengguna Google,1,2026-05-30 11:17:09,Sekarang sering ngebug
Pengguna Google,5,2026-05-30 11:17:04,baik
Pengguna Google,5,2026-05-30 11:16:41,aplikasi sejutan umat sy kasih bintang 5
Pengguna Google,5,2026-05-30 11:16:10,WA
Pengguna Google,5,2026-05-30 11:16:09,ok
Pengguna Google,5,2026-05-30 11:15:41,Yaa lebih-lebih bagus lagi juga jika sering terupdate itu jgn berlebihan dan kalo bisa tanpa iklannya jugak lhooo itu kalo di area kalangan para pelajar/mahasiswa nya jugak lhooo
Pengguna Google,5,2026-05-30 11:14:47,semoga dengan WhatsApp ini saya bisa berkomunikasi dengan lancar kesemua rekan rekan saya. dan pelangga saya. aamiin
Pengguna Google,5,2026-05-30 11:14:38,Kapan fitur profil saluran di rilis?
Pengguna Google,1,2026-05-30 11:14:28,makin anjg wa
Pengguna Google,4,2026-05-30 11:13:30,sangat bagus
Pengguna Google,3,2026-05-30 11:11:05,kok gaada lagi sih tanggal bulan tahun pembuatan grup? aku barusan cek mau liat grup udh dbuat tgl brp malah gaad. perbaiki dong! itu penting buatku. pleaseeeee MUNCULIN LAGIIII GAK!😭
Pengguna Google,5,2026-05-30 11:10:49,bisa loging tanpa kartu❤
Pengguna Google,5,2026-05-30 11:10:40,Ok
Pengguna Google,5,2026-05-30 11:10:31,kenapa WhatsApp ini spam terus
Pengguna Google,1,2026-05-30 11:10:18,"update banyak bug,kadang suara kecil,vc ga ada gambar(black screen)aneh aneh"
Pengguna Google,5,2026-05-30 11:08:37,baik
Pengguna Google,5,2026-05-30 11:08:00,seru bangett
Pengguna Google,5,2026-05-30 11:07:07,baik
Pengguna Google,1,2026-05-30 11:06:40,"saya baru menggunakan whatsapp saat saya mencoba untuk chating dengan teman, akun saya terkena pembatasan dengan alasan spam. mengapa begitu? padahal saya baru saja mendaftarkan nomor saya. lalu setelah itu nomor saya diblokir, aplikasi ini buruk tidak cocok untuk chat sepanjang masa. semoga developer memerhatikan hal ini dan perbaiki hal ini"
Pengguna Google,2,2026-05-30 11:06:13,"dari pada update gak jelas, mending benerin aja tuh status grafik kartel"
Pengguna Google,5,2026-05-30 11:05:43,kk pebaiki k9de sms kok belum ada pesan kode itu gimana plis😢
Pengguna Google,1,2026-05-30 11:04:06,dikit dikit chat ko ke ban sih trs suruh download wa resmi lah ini udh resmi gj
Pengguna Google,1,2026-05-30 11:03:28,Tidak ada fitur baru yg lebih berguna. Harusnya sudah bisa kirim sinyal SOS untuk seluruh kontak otomatis jika pengguna berada dalam bahaya
Pengguna Google,5,2026-05-30 11:03:08,knp akun saya di blokir...
Pengguna Google,4,2026-05-30 11:02:56,"pihak meta, tolong perbaiki fitur penyematan chat orang. saya ada sematkan chat orang, lalu tiba tiba chatnya malah tersemat selamanya, tidak bisa dilepas ataupun di arsip"
Pengguna Google,4,2026-05-30 11:01:16,ok
Pengguna Google,5,2026-05-30 11:00:51,bagus banget
Pengguna Google,1,2026-05-30 11:00:37,tolong kembalikan ke versi lama......
Pengguna Google,5,2026-05-30 11:00:24,mantap
Pengguna Google,2,2026-05-30 10:57:38,"mohon maaf tapi ko selalu ada tulisan ""login tidak tersedia"" padalah kemaren aku pakai ga gitu tapi tiba tiba langsung login tidak tersedia, Tolong perbaiki"
Pengguna Google,5,2026-05-30 10:56:28,bagus
Pengguna Google,3,2026-05-30 10:56:08,bagus
Pengguna Google,1,2026-05-30 10:55:43,"min, buat versi lite dong. aplikasi WhatsApp banyak topping begini. Pakai penyimpanan RAM kebanyakan"
Pengguna Google,5,2026-05-30 10:55:17,keren banget pokoknya
Pengguna Google,1,2026-05-30 10:54:08,"Profilnya gak bisa diganti, kenapa yaa ?? berapa kali pencet selalu kembali ke awal,, dan juga mau post status pun lelet banget"
Pengguna Google,2,2026-05-30 10:54:02,Kenapa whatsapp saya pas vc dan telepon suara nya kecil ya
Pengguna Google,5,2026-05-30 10:52:15,Ok bnget
